wl	n
0.2066	0.554956350344
0.21089508319	0.571932937735
0.215279458439	0.589608338737
0.219754982075	0.608009360131
0.224323549012	0.627164294155
0.228987093564	0.647102987624
0.233747590255	0.667856914532
0.238607054657	0.689459251089
0.243567544248	0.711944951916
0.248631159276	0.735350825879
0.253800043655	0.759715609673
0.259076385867	0.785080036906
0.264462419893	0.811486899926
0.269960426156	0.838981101069
0.275572732488	0.86760968937
0.281301715116	0.897421877984
0.287149799665	0.928469036717
0.293119462189	0.960804653071
0.299213230217	0.994484254132
0.305433683824	1.02956528045
0.311783456723	1.06610690182
0.318265237381	1.10416976365
0.324881770154	1.14381565132
0.331635856454	1.18510705901
0.338530355932	1.22810664863
0.345568187689	1.27287658409
0.352752331512	1.31947772682
0.360085829136	1.36796867933
0.367571785533	1.41840466641
0.375213370223	1.4708362474
0.383013818621	1.52530785866
0.390976433402	1.58185619306
0.399104585903	1.6405084326
0.407401717548	1.70128036195
0.415871341306	1.76417440296
0.42451704318	1.82917762371
0.433342483722	1.8962597886
0.442351399584	1.96537152712
0.451547605104	2.03644270768
0.460934993913	2.10938110652
0.470517540592	2.18407146062
0.480299302349	2.26037498563
0.49028442074	2.33812942599
0.50047712342	2.41714968387
0.510881725935	2.49722904928
0.521502633549	2.578141025
0.532344343107	2.65964171122
0.543411444943	2.74147268698
0.554708624818	2.82336430074
0.56624066591	2.90503926352
0.578012450835	2.98621642522
0.590028963715	3.06661460917
0.602295292289	3.14595638192
0.614816630068	3.22397164313
0.627598278532	3.30040093486
0.640645649374	3.37499838667
0.653964266795	3.44753423435
0.667559769839	3.51779687078
0.681437914784	3.58559440932
0.695604577575	3.65075575936
0.710065756315	3.7131312311
0.724827573806	3.77259270097
0.739896280135	3.82903338013
0.755278255329	3.88236723619
0.770980012047	3.93252812296
0.787008198346	3.97946867501
0.803369600489	4.0231590229
0.820071145824	4.06358538289
0.837119905712	4.10074857064
0.854523098523	4.13466248365
0.872288092693	4.16535259153
0.890422409845	4.1928544674
0.908933727968	4.21721238803
0.927829884674	4.23847802447
0.947118880514	4.2567092401
0.966808882365	4.27196900814
0.986908226887	4.28432445654
1.00742542406	4.29384604464
1.02836916076	4.30060687288
1.0497483045	4.30468212438
1.07157190709	4.3061486348
1.09384920857	4.30508458558
1.11658964103	4.30156931363
1.13980283269	4.29568322962
1.16349861191	4.28750783579
1.18768701137	4.27712583293
1.21237827235	4.26462130534
1.237582849	4.25007997121
1.26331141285	4.23358948497
1.28957485725	4.21523977663
1.31638430203	4.19512341209
1.34375109819	4.17333595714
1.37168683271	4.14997632665
1.40020333347	4.12514709984
1.42931267422	4.09895478177
1.45902717974	4.07150999156
1.48935943101	4.04292755849
1.52032227059	4.01332650897
1.55192880799	3.98282993006
1.58419242529	3.95156469913
1.61712678277	3.91966107403
1.65074582469	3.88725214396
1.6850637852	3.85447314777
1.72009519439	3.82146067307
1.75585488439	3.78835175618
1.7923579957	3.75528290876
1.82961998359	3.72238910192
1.86765662461	3.68980274136
1.90648402331	3.65765266855
1.94611861905	3.62606322194
1.98657719294	3.59515338915
2.02787687497	3.56503607657
2.07003515123	3.53581751641
2.11306987137	3.50759682469
2.15699925609	3.48046571604
2.2018419049	3.45450837449
2.24761680399	3.42980147326
2.29434333425	3.40641433099
2.34204127949	3.38440918872
2.39073083481	3.36384158859
2.44043261516	3.34476083466
2.49116766405	3.32721051588
2.54295746248	3.31122907221
2.59582393804	3.29685038627
2.64978947414	3.28410438547
2.70487691958	3.27301764122
2.76110959812	3.26361395478
2.81851131845	3.25591492144
2.8771063842	3.24994046671
2.93691960427	3.24570935059
2.99797630331	3.24323963718
3.06030233246	3.24254912864
3.1239240803	3.24365576342
3.188868484	3.24657797962
3.25516304072	3.25133504513
3.32283581931	3.25794735622
3.39191547211	3.26643670723
3.46243124716	3.27682653335
3.53441300053	3.28914212934
3.60789120897	3.3034108464
3.68289698284	3.31966226959
3.75946207926	3.33792837819
3.83761891556	3.35824369089
3.91740058299	3.38064539795
3.99884086078	3.40517348186
4.08197423038	3.43187082831
4.1668358901	3.46078332875
4.25346176999	3.49195997577
4.34188854708	3.52545295245
4.43215366088	3.56131771667
4.52429532923	3.59961308097
4.61835256454	3.64040128893
4.71436519021	3.68374808838
4.81237385758	3.72972280204
4.91242006309	3.77839839588
5.01454616587	3.82985154546
5.11879540566	3.88416270051
5.22521192114	3.94141614777
5.3338407686	4.00170007209
5.44472794102	4.06510661592
5.55792038754	4.1317319369
5.67346603336	4.20167626362
5.79141379999	4.27504394905
5.91181362602	4.35194352176
6.0347164882	4.43248773423
6.16017442306	4.5167936083
6.28824054896	4.60498247699
6.41896908852	4.69718002253
6.55241539166	4.79351631005
6.68863595894	4.89412581628
6.82768846557	4.99914745293
6.96963178576	5.108724584
7.11452601772	5.22300503643
7.26243250901	5.34214110342
7.41341388261	5.46628953984
7.56753406337	5.59561154883
7.72485830511	5.73027275895
7.88545321822	5.87044319112
8.04938679789	6.01629721452
8.21672845289	6.16801349063
8.38754903495	6.32577490465
8.56192086874	6.48976848339
8.73991778256	6.66018529892
8.92161513952	6.83722035697
9.10708986948	7.02107246947
9.29642050165	7.21194411032
9.48968719778	7.41004125358
9.68697178616	7.61557319349
9.88835779621	7.82875234547
10.0939304939	8.04979402757
10.3037769178	8.27891622179
10.517985916	8.51633931469
10.7366481837	8.76228581704
10.9598563014	9.01698006203
11.1877047746	9.28064788199
11.4202900733	9.55351626353
11.6577106731	9.83581298107
11.9000670968	10.1277662092
12.1474619572	10.4296041139
12.4	10.7415544237

wl	k
0.2066	1.89695068498
0.21089508319	1.9418180682
0.215279458439	1.98721366316
0.219754982075	2.03314562568
0.224323549012	2.07962118328
0.228987093564	2.12664655229
0.233747590255	2.17422683855
0.238607054657	2.22236591997
0.243567544248	2.27106630949
0.248631159276	2.32032899633
0.253800043655	2.37015326373
0.259076385867	2.42053648092
0.264462419893	2.47147386716
0.269960426156	2.5229582255
0.275572732488	2.57497964405
0.281301715116	2.62752516252
0.287149799665	2.68057840208
0.293119462189	2.73411915699
0.299213230217	2.78812294679
0.305433683824	2.84256052905
0.311783456723	2.8973973733
0.318265237381	2.95259309871
0.324881770154	3.00810087972
0.331635856454	3.06386682641
0.338530355932	3.1198293494
0.345568187689	3.17591852262
0.352752331512	3.23205546163
0.360085829136	3.28815173975
0.367571785533	3.34410886973
0.375213370223	3.39981788344
0.383013818621	3.45515904778
0.390976433402	3.51000175872
0.399104585903	3.56420465887
0.407401717548	3.61761602442
0.415871341306	3.6700744659
0.42451704318	3.72140998134
0.433342483722	3.77144539148
0.442351399584	3.81999817298
0.451547605104	3.86688268836
0.460934993913	3.91191279062
0.470517540592	3.9549047584
0.480299302349	3.99568049418
0.49028442074	4.03407089733
0.50047712342	4.06991930587
0.510881725935	4.10308488886
0.521502633549	4.1334458659
0.532344343107	4.16090243232
0.543411444943	4.1853792789
0.554708624818	4.20682761117
0.56624066591	4.22522659659
0.578012450835	4.24058419355
0.590028963715	4.25293734491
0.602295292289	4.26235154638
0.614816630068	4.26891982608
0.627598278532	4.27276119376
0.640645649374	4.27401863551
0.653964266795	4.27285674203
0.667559769839	4.26945906507
0.681437914784	4.26402529807
0.695604577575	4.25676837385
0.710065756315	4.24791156552
0.724827573806	4.23768566661
0.739896280135	4.22632631519
0.755278255329	4.21407151381
0.770980012047	4.20115938439
0.787008198346	4.18782618469
0.803369600489	4.17430460165
0.820071145824	4.16082232644
0.837119905712	4.14760090773
0.854523098523	4.13485487215
0.872288092693	4.12279109565
0.890422409845	4.11160840519
0.908933727968	4.10149738747
0.927829884674	4.0926403796
0.947118880514	4.08521161624
0.966808882365	4.07937750748
0.986908226887	4.07529702254
1.00742542406	4.07312215553
1.02836916076	4.07299845068
1.0497483045	4.07506556608
1.07157190709	4.07945785654
1.09384920857	4.0863049576
1.11658964103	4.09573235441
1.13980283269	4.10786192043
1.16349861191	4.12281241226
1.18768701137	4.14069990814
1.21237827235	4.1616381791
1.237582849	4.18573898239
1.26331141285	4.21311226893
1.28957485725	4.24386629728
1.31638430203	4.27810764875
1.34375109819	4.31594114022
1.37168683271	4.35746963363
1.40020333347	4.40279374384
1.42931267422	4.45201145014
1.45902717974	4.50521761996
1.48935943101	4.56250345752
1.52032227059	4.62395589431
1.55192880799	4.68965694209
1.58419242529	4.7596830329
1.61712678277	4.83410437322
1.65074582469	4.91298434183
1.6850637852	4.99637896057
1.72009519439	5.08433646699
1.75585488439	5.17689701437
1.7923579957	5.27409252038
1.82961998359	5.37594667935
1.86765662461	5.48247514623
1.90648402331	5.59368589181
1.94611861905	5.70957972148
1.98657719294	5.83015094173
2.02787687497	5.95538815262
2.07003515123	6.08527513927
2.11306987137	6.21979183275
2.15699925609	6.35891530923
2.2018419049	6.50262079728
2.24761680399	6.65088266525
2.29434333425	6.80367536444
2.34204127949	6.96097430787
2.39073083481	7.12275666957
2.44043261516	7.2890020939
2.49116766405	7.45969330909
2.54295746248	7.63481664342
2.59582393804	7.81436244561
2.64978947414	7.99832541398
2.70487691958	8.18670484092
2.76110959812	8.37950478034
2.81851131845	8.57673414697
2.8771063842	8.77840675609
2.93691960427	8.98454131274
2.99797630331	9.19516135852
3.06030233246	9.41029518391
3.1239240803	9.62997571289
3.188868484	9.85424036638
3.25516304072	10.0831309095
3.32283581931	10.3166932874
3.39191547211	10.5549774537
3.46243124716	10.7980371944
3.53441300053	11.0459299496
3.60789120897	11.2987166357
3.68289698284	11.5564614685
3.75946207926	11.8192317898
3.83761891556	12.0870978962
3.91740058299	12.3601328731
3.99884086078	12.6384124311
4.08197423038	12.9220147478
4.1668358901	13.211020313
4.25346176999	13.5055117773
4.34188854708	13.8055738042
4.43215366088	14.1112929257
4.52429532923	14.4227573994
4.61835256454	14.7400570679
4.71436519021	15.0632832201
4.81237385758	15.3925284526
4.91242006309	15.7278865322
5.01454616587	16.0694522575
5.11879540566	16.4173213203
5.22521192114	16.7715901656
5.3338407686	17.1323558496
5.44472794102	17.499715896
5.55792038754	17.873768149
5.67346603336	18.2546106237
5.79141379999	18.6423413521
5.91181362602	19.037058226
6.0347164882	19.4388588353
6.16017442306	19.847840301
6.28824054896	20.2640991039
6.41896908852	20.6877309078
6.55241539166	21.1188303767
6.68863595894	21.5574909871
6.82768846557	22.0038048335
6.96963178576	22.4578624281
7.11452601772	22.9197524948
7.26243250901	23.3895617563
7.41341388261	23.8673747158
7.56753406337	24.3532734314
7.72485830511	24.8473372861
7.88545321822	25.3496427504
8.04938679789	25.8602631407
8.21672845289	26.3792683718
8.38754903495	26.9067247045
